id,hive,internal,external,board,operational,panel,cell,weight,latitude,longitude,altitude,temperature,pressure,humidity,rain_level,wind_direction,wind_speed,wind_speed_mean,wind_speed_max,wind_direction_at_max_speed,flow,date,temperatura interna,temperatura esterna,temperatura meteo,peso bilancia
293,AAA00353656109378739,3241,1206,1368,0,11858,4128,28196,"45,7275","9,7127",289,685,9695,51,0,0,0,12,24,0,0,15/4/23 1.32,"32,41","12,06","6,85","28,196"
294,AAA00353656109378739,3260,1200,1362,0,11858,4115,28265,"45,7275","9,7127",289,573,9693,52,0,0,22,3,22,0,0,15/4/23 1.47,"32,60","12,00","5,73","28,265"
295,AAA00353656109378739,3240,1168,1331,0,11858,4128,28196,"45,7275","9,7127",289,619,9692,53,0,292,21,23,35,0,0,15/4/23 2.02,"32,40","11,68","6,19","28,196"
296,AAA00353656109378739,3236,1137,1300,0,11858,4128,28265,"45,7275","9,7127",289,673,9691,53,0,292,39,28,42,0,0,15/4/23 2.17,"32,36","11,37","6,73","28,265"
297,AAA00353656109378739,3209,1112,1275,0,11858,4122,28300,"45,7275","9,7127",289,685,9690,53,0,0,12,24,46,0,0,15/4/23 2.32,"32,09","11,12","6,85","28,3"
298,AAA00353656109378739,3236,1087,1268,0,11858,4128,28334,"45,7275","9,7127",289,693,9687,53,0,0,14,19,40,0,0,15/4/23 2.47,"32,36","10,87","6,93","28,334"
299,AAA00353656109378739,3224,1068,1231,0,11858,4128,28369,"45,7275","9,7127",289,641,9687,53,0,0,15,14,26,0,0,15/4/23 3.02,"32,24","10,68","6,41","28,369"
300,AAA00353656109378739,3222,1050,1212,0,11858,4135,28438,"45,7275","9,7127",289,617,9686,54,0,337,10,15,24,0,0,15/4/23 3.17,"32,22","10,50","6,17","28,438"
301,AAA00353656109378739,3229,1031,1187,0,11858,4135,28438,"45,7275","9,7127",289,622,9686,54,0,292,16,16,28,0,0,15/4/23 3.32,"32,29","10,31","6,22","28,438"
302,AAA00353656109378739,3238,1012,1181,0,11858,4128,28438,"45,7275","9,7126",302,639,9686,54,0,0,24,23,29,0,0,15/4/23 3.48,"32,38","10,12","6,39","28,438"
303,AAA00353656109378739,3203,1000,1156,0,11858,4149,28472,"45,7275","9,7126",302,640,9687,54,0,0,0,24,48,0,0,15/4/23 4.03,"32,03","10,00","6,40","28,472"
304,AAA00353656109378739,3221,987,1212,0,11924,4142,28507,"45,7275","9,7126",302,599,9687,54,0,0,29,21,32,0,0,15/4/23 4.18,"32,21","9,87","5,99","28,507"
305,AAA00353656109378739,3243,975,1137,0,11858,4128,28542,"45,7275","9,7126",302,584,9688,55,0,337,19,17,45,0,0,15/4/23 4.33,"32,43","9,75","5,84","28,542"
306,AAA00353656109378739,3224,962,1131,0,11858,4122,28576,"45,7275","9,7126",302,581,9688,55,0,292,22,19,28,0,0,15/4/23 4.48,"32,24","9,62","5,81","28,576"
307,AAA00353656109378739,3200,956,1106,0,11858,4122,28576,"45,7275","9,7126",302,593,9689,55,0,247,8,20,36,0,0,15/4/23 5.03,"32,00","9,56","5,93","28,576"
308,AAA00353656109378739,3216,937,1087,0,11858,4135,28611,"45,7275","9,7126",302,576,9690,55,0,22,10,10,18,0,0,15/4/23 5.18,"32,16","9,37","5,76","28,611"
309,AAA00353656109378739,3218,925,1075,0,11858,4149,28611,"45,7275","9,7126",302,570,9690,56,0,0,26,16,30,0,0,15/4/23 5.33,"32,18","9,25","5,70","28,611"
310,AAA00353656109378739,3209,931,1100,0,11858,4122,28611,"45,7275","9,7126",302,606,9690,56,0,292,16,23,38,0,0,15/4/23 5.48,"32,09","9,31","6,06","28,611"
311,AAA00353656109378739,3193,912,1075,0,11858,4142,28645,"45,7275","9,7126",302,579,9691,56,0,0,15,15,25,0,0,15/4/23 6.03,"31,93","9,12","5,79","28,645"
312,AAA00353656109378739,3193,912,1056,0,11924,4142,28645,"45,7275","9,7126",302,561,9693,56,0,0,22,26,37,0,0,15/4/23 6.18,"31,93","9,12","5,61","28,645"
313,AAA00353656109378739,3212,893,1043,0,11793,4149,28680,"45,7275","9,7126",302,578,9693,57,0,0,22,21,37,0,0,15/4/23 6.34,"32,12","8,93","5,78","28,68"
314,AAA00353656109378739,3209,887,1043,0,11924,4115,28749,"45,7275","9,7126",302,612,9694,56,0,0,10,9,18,0,0,15/4/23 6.49,"32,09","8,87","6,12","28,749"
315,AAA00353656109378739,3193,887,1031,0,11858,4128,28714,"45,7275","9,7126",302,660,9696,56,0,0,42,21,42,0,0,15/4/23 7.04,"31,93","8,87","6,60","28,714"
316,AAA00353656109378739,3210,881,1025,0,11858,4115,28714,"45,7275","9,7126",302,709,9696,57,0,0,20,10,20,0,0,15/4/23 7.19,"32,10","8,81","7,09","28,714"
317,AAA00353656109378739,3195,893,1025,0,11858,4128,28749,"45,7275","9,7126",302,813,9697,57,0,0,0,11,30,0,1,15/4/23 7.34,"31,95","8,93","8,13","28,749"
318,AAA00353656109378739,3205,918,1081,0,11858,4115,28749,"45,7275","9,7127",294,973,9698,56,0,0,0,10,34,0,2,15/4/23 7.49,"32,05","9,18","9,73","28,749"
319,AAA00353656109378739,3203,931,1062,0,11793,4142,28680,"45,7275","9,7127",294,998,9699,55,0,0,4,6,15,0,0,15/4/23 8.04,"32,03","9,31","9,98","28,68"
320,AAA00353656109378739,3211,950,1143,0,11858,4122,28645,"45,7275","9,7127",294,988,9700,55,0,0,0,10,20,0,0,15/4/23 8.19,"32,11","9,50","9,88","28,645"
321,AAA00353656109378739,3211,981,1112,0,11924,4135,28611,"45,7275","9,7127",294,1241,9701,55,0,202,22,5,22,202,2,15/4/23 8.34,"32,11","9,81","12,41","28,611"
322,AAA00353656109378739,3191,1018,1143,0,11858,4128,28611,"45,7275","9,7127",294,1518,9701,54,0,202,12,8,12,202,0,15/4/23 8.50,"31,91","10,18","15,18","28,611"
323,AAA00353656109378739,3204,1056,1175,0,11858,4149,28576,"45,7275","9,7127",294,1697,9700,53,0,67,9,28,48,0,7,15/4/23 9.05,"32,04","10,56","16,97","28,576"
324,AAA00353656109378739,3204,1106,1218,0,11924,4128,28507,"45,7275","9,7127",294,1634,9701,51,0,202,13,11,18,0,11,15/4/23 9.20,"32,04","11,06","16,34","28,507"
325,AAA00353656109378739,3199,1156,1268,0,11858,4115,28472,"45,7275","9,7127",294,1633,9700,51,0,247,19,18,58,0,11,15/4/23 9.35,"31,99","11,56","16,33","28,472"
326,AAA00353656109378739,3202,1218,1337,0,11858,4122,28196,"45,7275","9,7127",294,1671,9700,51,0,292,9,8,14,0,12,15/4/23 9.50,"32,02","12,18","16,71","28,196"
327,AAA00353656109378739,3200,1275,1387,0,11924,4115,28058,"45,7275","9,7127",294,1882,9700,51,0,112,5,22,46,0,26,15/4/23 10.05,"32,00","12,75","18,82","28,058"
328,AAA00353656109378739,3198,1362,1462,0,11858,4122,27954,"45,7275","9,7127",294,1997,9700,50,0,337,27,20,47,0,39,15/4/23 10.20,"31,98","13,62","19,97","27,954"
329,AAA00353656109378739,3249,1475,1568,0,11924,4128,27816,"45,7275","9,7127",294,1964,9699,48,0,157,4,41,57,0,74,15/4/23 10.35,"32,49","14,75","19,64","27,816"
330,AAA00353656109378739,3242,1581,1725,0,11924,4149,27712,"45,7275","9,7127",294,2093,9699,47,0,337,27,33,102,0,87,15/4/23 10.50,"32,42","15,81","20,93","27,712"
331,AAA00353656109378739,3242,1712,1831,0,11924,4128,27643,"45,7275","9,7127",294,2160,9699,46,0,135,0,37,80,0,120,15/4/23 11.05,"32,42","17,12","21,60","27,643"
332,AAA00353656109378739,3280,1837,1975,0,11924,4142,27539,"45,7275","9,7127",294,2320,9698,45,0,292,38,24,38,292,144,15/4/23 11.20,"32,80","18,37","23,20","27,539"
333,AAA00353656109378739,3304,1968,2112,0,11924,4128,27470,"45,7275","9,7127",294,2361,9698,43,0,67,63,36,63,67,276,15/4/23 11.35,"33,04","19,68","23,61","27,47"
334,AAA00353656109378739,3313,2093,2256,0,11924,4149,27367,"45,7275","9,7126",308,2563,9697,43,0,337,32,19,55,0,310,15/4/23 11.51,"33,13","20,93","25,63","27,367"
335,AAA00353656109378739,3339,2193,2356,0,11924,4122,27298,"45,7275","9,7126",308,2463,9696,41,0,337,30,34,106,0,361,15/4/23 12.06,"33,39","21,93","24,63","27,298"
336,AAA00353656109378739,3350,2256,2487,0,11924,4122,27194,"45,7275","9,7126",308,2260,9694,42,0,0,5,19,45,0,519,15/4/23 12.21,"33,50","22,56","22,60","27,194"
337,AAA00353656109378739,3362,2331,2506,0,11858,4108,27159,"45,7275","9,7126",308,2427,9694,41,0,135,33,44,92,0,505,15/4/23 12.36,"33,62","23,31","24,27","27,159"
338,AAA00353656109378739,3375,2387,2581,0,11858,4122,27056,"45,7275","9,7126",308,2455,9694,40,0,247,0,41,94,0,625,15/4/23 12.51,"33,75","23,87","24,55","27,056"
339,AAA00353656109378739,3396,2468,2650,0,11924,4135,26883,"45,7275","9,7126",308,2630,9693,39,0,135,61,45,78,0,577,15/4/23 13.06,"33,96","24,68","26,30","26,883"
340,AAA00353656109378739,3403,2518,2700,0,11924,4122,26710,"45,7275","9,7126",308,2537,9693,38,0,135,12,30,67,0,538,15/4/23 13.21,"34,03","25,18","25,37","26,71"
341,AAA00353656109378739,3409,2531,2718,0,11858,4122,26607,"45,7275","9,7126",308,2247,9692,39,0,22,16,40,84,0,716,15/4/23 13.36,"34,09","25,31","22,47","26,607"
342,AAA00353656109378739,3416,2531,2743,0,11924,4128,26503,"45,7275","9,7126",308,2109,9692,41,0,247,127,54,127,247,675,15/4/23 13.51,"34,16","25,31","21,09","26,503"
343,AAA00353656109378739,3424,2506,2687,0,11924,4135,26434,"45,7275","9,7126",308,1937,9693,42,0,247,63,32,70,0,690,15/4/23 14.06,"34,24","25,06","19,37","26,434"
344,AAA00353656109378739,3418,2462,2643,0,11924,4128,26399,"45,7275","9,7126",308,1838,9693,42,0,337,55,46,70,0,737,15/4/23 14.22,"34,18","24,62","18,38","26,399"
345,AAA00353656109378739,3418,2431,2606,0,11924,4128,26399,"45,7275","9,7126",308,1933,9694,44,0,337,43,24,62,0,903,15/4/23 14.37,"34,18","24,31","19,33","26,399"
346,AAA00353656109378739,3422,2406,2581,0,11858,4122,26399,"45,7275","9,7126",308,1952,9694,44,0,67,0,19,46,0,758,15/4/23 14.52,"34,22","24,06","19,52","26,399"
347,AAA00353656109378739,3418,2375,2543,0,11924,4128,26399,"45,7275","9,7126",308,1906,9694,45,0,135,12,19,34,0,773,15/4/23 15.07,"34,18","23,75","19,06","26,399"
348,AAA00353656109378739,3429,2356,2518,0,11858,4128,26365,"45,7275","9,7126",308,2032,9694,44,0,202,16,24,36,0,955,15/4/23 15.22,"34,29","23,56","20,32","26,365"
349,AAA00353656109378739,3420,2337,2500,0,11858,4128,26365,"45,7275","9,7126",308,2072,9693,44,0,0,0,27,56,0,1263,15/4/23 15.37,"34,20","23,37","20,72","26,365"
350,AAA00353656109378739,3422,2325,2512,0,11858,4128,26365,"45,7275","9,7126",291,2092,9695,44,0,0,98,51,98,0,1972,15/4/23 15.52,"34,22","23,25","20,92","26,365"
351,AAA00353656109378739,3422,2312,2468,0,11858,4115,26399,"45,7275","9,7126",291,2034,9695,44,0,337,24,31,72,0,1747,15/4/23 16.07,"34,22","23,12","20,34","26,399"
352,AAA00353656109378739,3421,2293,2518,0,11989,4115,26399,"45,7275","9,7126",291,1875,9695,43,0,247,28,35,86,0,1023,15/4/23 16.22,"34,21","22,93","18,75","26,399"
353,AAA00353656109378739,3426,2275,2456,0,11858,4122,26399,"45,7275","9,7126",291,1846,9696,44,0,292,6,22,42,0,838,15/4/23 16.37,"34,26","22,75","18,46","26,399"
354,AAA00353656109378739,3421,2262,2468,0,11858,4122,26399,"45,7275","9,7126",291,1853,9696,44,0,67,39,45,100,0,616,15/4/23 16.52,"34,21","22,62","18,53","26,399"
355,AAA00353656109378739,3413,2237,2406,0,11858,4149,26365,"45,7275","9,7126",291,1706,9698,44,0,247,50,21,50,247,528,15/4/23 17.07,"34,13","22,37","17,06","26,365"
356,AAA00353656109378739,3408,2200,2368,0,11924,4128,26365,"45,7275","9,7126",291,1429,9701,45,0,22,37,37,64,0,213,15/4/23 17.22,"34,08","22,00","14,29","26,365"
357,AAA00353656109378739,3409,2175,2350,0,11924,4128,26365,"45,7275","9,7126",291,1143,9707,48,0,0,55,39,55,0,63,15/4/23 17.37,"34,09","21,75","11,43","26,365"
358,AAA00353656109378739,3422,2143,2331,0,11858,4128,26365,"45,7275","9,7126",291,1068,9706,52,0,0,22,22,42,0,21,15/4/23 17.52,"34,22","21,43","10,68","26,365"
359,AAA00353656109378739,3414,2106,2275,0,11793,4128,26434,"45,7275","9,7126",291,1184,9706,54,0,337,14,14,29,0,16,15/4/23 18.07,"34,14","21,06","11,84","26,434"
360,AAA00353656109378739,3402,2068,2237,0,11924,4128,26607,"45,7275","9,7126",291,1260,9706,54,0,67,29,15,30,0,17,15/4/23 18.23,"34,02","20,68","12,60","26,607"
361,AAA00353656109378739,3401,2037,2218,0,11858,4128,26607,"45,7275","9,7126",291,1288,9706,55,0,0,13,5,13,0,29,15/4/23 18.38,"34,01","20,37","12,88","26,607"
362,AAA00353656109378739,3398,2012,2168,0,11793,4135,26676,"45,7275","9,7126",291,1319,9709,56,0,67,16,8,22,0,78,15/4/23 18.53,"33,98","20,12","13,19","26,676"
363,AAA00353656109378739,3382,1975,2131,0,11858,4115,26779,"45,7275","9,7126",291,1292,9711,58,0,0,16,7,16,0,36,15/4/23 19.08,"33,82","19,75","12,92","26,779"
364,AAA00353656109378739,3380,1950,2100,0,11924,4115,26814,"45,7275","9,7126",291,1243,9713,59,0,0,30,7,30,0,11,15/4/23 19.23,"33,80","19,50","12,43","26,814"
365,AAA00353656109378739,3373,1918,2100,0,11858,4128,26883,"45,7275","9,7126",291,1223,9715,59,0,292,13,11,16,0,0,15/4/23 19.38,"33,73","19,18","12,23","26,883"
366,AAA00353656109378739,3356,1887,2050,0,11924,4128,26883,"45,7275","9,7127",305,1179,9718,61,0,292,0,2,12,0,3,15/4/23 19.53,"33,56","18,87","11,79","26,883"
367,AAA00353656109378739,3344,1856,2012,0,11924,4128,26987,"45,7275","9,7127",305,1134,9720,61,0,292,0,5,18,0,0,15/4/23 20.08,"33,44","18,56","11,34","26,987"
368,AAA00353656109378739,3349,1831,2056,0,11924,4122,27021,"45,7275","9,7127",305,1105,9724,62,0,0,0,10,33,0,0,15/4/23 20.23,"33,49","18,31","11,05","27,021"
369,AAA00353656109378739,3339,1793,2000,0,11924,4128,27090,"45,7275","9,7127",305,1096,9725,62,0,135,6,13,21,0,1,15/4/23 20.38,"33,39","17,93","10,96","27,09"
370,AAA00353656109378739,3350,1775,1993,0,11858,4128,27090,"45,7275","9,7127",305,1068,9728,63,0,0,0,6,12,0,0,15/4/23 20.53,"33,50","17,75","10,68","27,09"
371,AAA00353656109378739,3326,1743,1906,0,11924,4128,27159,"45,7275","9,7127",305,1035,9730,64,0,0,0,0,0,0,0,15/4/23 21.08,"33,26","17,43","10,35","27,159"
372,AAA00353656109378739,3318,1712,1862,0,11858,4128,27159,"45,7275","9,7127",305,1011,9733,64,0,0,21,10,22,0,2,15/4/23 21.24,"33,18","17,12","10,11","27,159"
373,AAA00353656109378739,3322,1681,1875,0,11858,4128,27228,"45,7275","9,7127",305,1014,9735,65,0,337,29,17,29,337,0,15/4/23 21.38,"33,22","16,81","10,14","27,228"
374,AAA00353656109378739,3325,1656,1812,0,11858,4128,27298,"45,7275","9,7127",305,992,9737,64,0,0,0,11,22,0,0,15/4/23 21.54,"33,25","16,56","9,92","27,298"
375,AAA00353656109378739,3305,1631,1781,0,11858,4149,27332,"45,7275","9,7127",305,921,9739,65,0,67,14,2,14,67,0,15/4/23 22.09,"33,05","16,31","9,21","27,332"
376,AAA00353656109378739,3313,1600,1750,0,11858,4128,27367,"45,7275","9,7127",305,954,9741,65,0,22,16,17,36,0,0,15/4/23 22.24,"33,13","16,00","9,54","27,367"
377,AAA00353656109378739,3316,1581,1775,0,11858,4128,27436,"45,7275","9,7127",305,965,9743,66,0,135,2,8,18,0,0,15/4/23 22.39,"33,16","15,81","9,65","27,436"
378,AAA00353656109378739,3303,1562,1712,0,11793,4142,27505,"45,7275","9,7127",305,920,9745,66,0,0,0,1,5,0,0,15/4/23 22.54,"33,03","15,62","9,20","27,505"
379,AAA00353656109378739,3298,1537,1681,0,11858,4128,27505,"45,7275","9,7127",305,886,9746,66,0,0,0,0,0,0,0,15/4/23 23.09,"32,98","15,37","8,86","27,505"
380,AAA00353656109378739,3298,1512,1656,0,11858,4135,27539,"45,7275","9,7127",305,868,9747,67,0,0,18,6,18,0,0,15/4/23 23.24,"32,98","15,12","8,68","27,539"
381,AAA00353656109378739,3296,1493,1668,0,11858,4142,27574,"45,7275","9,7126",289,848,9750,67,0,0,0,3,8,0,0,15/4/23 23.42,"32,96","14,93","8,48","27,574"
382,AAA00353656109378739,3290,1475,1618,0,11858,4149,27609,"45,7275","9,7126",289,798,9751,67,0,22,0,3,13,0,0,15/4/23 23.54,"32,90","14,75","7,98","27,609"
383,AAA00353656109378739,3277,1443,1587,0,11858,4128,27678,"45,7275","9,7126",289,821,9752,67,0,0,3,14,26,0,0,16/4/23 0.09,"32,77","14,43","8,21","27,678"
384,AAA00353656109378739,3282,1425,1650,0,11924,4128,27678,"45,7275","9,7126",289,762,9753,67,0,0,6,2,7,0,0,16/4/23 0.24,"32,82","14,25","7,62","27,678"
385,AAA00353656109378739,3262,1406,1612,1,11858,4142,27712,"45,7275","9,7126",289,711,9755,68,0,0,9,1,9,0,0,16/4/23 0.39,"32,62","14,06","7,11","27,712"
386,AAA00353656109378739,3263,1375,1556,0,11793,4115,27781,"45,7275","9,7126",289,748,9756,69,0,0,25,16,25,0,0,16/4/23 0.55,"32,63","13,75","7,48","27,781"
387,AAA00353656109378739,3263,1350,1506,0,11858,4135,27816,"45,7275","9,7126",289,731,9757,69,0,0,0,3,17,0,0,16/4/23 1.10,"32,63","13,50","7,31","27,816"
388,AAA00353656109378739,3277,1318,1475,0,11858,4128,27885,"45,7275","9,7126",289,748,9757,69,0,0,9,9,22,0,0,16/4/23 1.25,"32,77","13,18","7,48","27,885"
389,AAA00353656109378739,3277,1293,1506,0,11858,4128,27850,"45,7275","9,7126",289,739,9757,70,0,292,0,3,13,0,0,16/4/23 1.40,"32,77","12,93","7,39","27,85"
390,AAA00353656109378739,3262,1275,1431,0,11858,4142,27885,"45,7275","9,7126",289,743,9758,70,0,0,6,2,6,0,0,16/4/23 1.55,"32,62","12,75","7,43","27,885"
391,AAA00353656109378739,3277,1243,1406,0,11858,4128,27885,"45,7275","9,7126",289,783,9757,70,0,0,8,13,25,0,0,16/4/23 2.10,"32,77","12,43","7,83","27,885"
392,AAA00353656109378739,3271,1237,1387,0,11858,4128,27954,"45,7275","9,7126",289,720,9758,70,0,0,0,1,6,0,0,16/4/23 2.25,"32,71","12,37","7,20","27,954"
393,AAA00353656109378739,3245,1218,1418,0,11793,4128,27954,"45,7275","9,7126",289,694,9758,70,0,0,0,3,12,0,0,16/4/23 2.40,"32,45","12,18","6,94","27,954"
394,AAA00353656109378739,3237,1206,1362,0,11924,4122,27954,"45,7275","9,7126",289,679,9757,71,0,0,6,5,10,0,0,16/4/23 2.55,"32,37","12,06","6,79","27,954"
395,AAA00353656109378739,3248,1181,1337,0,11858,4142,28058,"45,7275","9,7126",289,691,9757,71,0,0,0,8,29,0,0,16/4/23 3.10,"32,48","11,81","6,91","28,058"
396,AAA00353656109378739,3243,1168,1318,0,11858,4142,28058,"45,7275","9,7126",289,656,9756,71,0,337,20,6,20,337,0,16/4/23 3.26,"32,43","11,68","6,56","28,058"
397,AAA00353656109378739,3253,1143,1343,0,11858,4122,27954,"45,7276","9,7127",308,679,9756,72,0,0,2,11,24,0,0,16/4/23 3.41,"32,53","11,43","6,79","27,954"
398,AAA00353656109378739,3216,1131,1287,0,11924,4149,28023,"45,7276","9,7127",308,660,9756,72,0,0,0,3,7,0,0,16/4/23 3.56,"32,16","11,31","6,60","28,023"
399,AAA00353656109378739,3209,1112,1268,0,11924,4128,28023,"45,7276","9,7127",308,654,9756,72,0,0,0,4,14,0,0,16/4/23 4.11,"32,09","11,12","6,54","28,023"
400,AAA00353656109378739,3212,1112,1343,0,11924,4135,28058,"45,7276","9,7127",308,591,9756,72,0,0,0,3,15,0,0,16/4/23 4.26,"32,12","11,12","5,91","28,058"
401,AAA00353656109378739,3230,1100,1318,0,11858,4128,28092,"45,7276","9,7127",308,613,9756,72,0,0,4,6,12,0,0,16/4/23 4.41,"32,30","11,00","6,13","28,092"
402,AAA00353656109378739,3228,1093,1262,0,11858,4149,28127,"45,7276","9,7127",308,584,9756,72,0,0,0,6,11,0,0,16/4/23 4.56,"32,28","10,93","5,84","28,127"
403,AAA00353656109378739,3242,1068,1218,0,11858,4128,28127,"45,7276","9,7127",308,567,9758,72,0,0,16,10,18,0,0,16/4/23 5.11,"32,42","10,68","5,67","28,127"
404,AAA00353656109378739,3224,1050,1200,0,11858,4128,28092,"45,7276","9,7127",308,525,9758,73,0,22,21,13,21,22,0,16/4/23 5.26,"32,24","10,50","5,25","28,092"
405,AAA00353656109378739,3233,1037,1225,0,11858,4128,28161,"45,7276","9,7127",308,534,9759,73,0,0,8,6,15,0,0,16/4/23 5.41,"32,33","10,37","5,34","28,161"
406,AAA00353656109378739,3223,1018,1175,0,11924,4128,28161,"45,7276","9,7127",308,513,9760,73,0,0,4,4,14,0,0,16/4/23 5.56,"32,23","10,18","5,13","28,161"
407,AAA00353656109378739,3220,1012,1156,0,11793,4128,28196,"45,7276","9,7127",308,492,9760,73,0,292,0,6,18,0,0,16/4/23 6.12,"32,20","10,12","4,92","28,196"
408,AAA00353656109378739,3208,993,1137,0,11858,4135,28196,"45,7276","9,7127",308,465,9762,73,0,0,25,6,25,0,0,16/4/23 6.27,"32,08","9,93","4,65","28,196"
409,AAA00353656109378739,3208,975,1162,0,11858,4115,28161,"45,7276","9,7127",308,497,9763,73,0,22,0,7,19,0,0,16/4/23 6.42,"32,08","9,75","4,97","28,161"
410,AAA00353656109378739,3222,956,1112,0,11858,4135,28161,"45,7276","9,7127",308,500,9765,74,0,0,7,5,12,0,0,16/4/23 6.57,"32,22","9,56","5,00","28,161"
411,AAA00353656109378739,3211,943,1093,0,11858,4128,28196,"45,7276","9,7127",308,522,9766,74,0,0,8,7,16,0,0,16/4/23 7.12,"32,11","9,43","5,22","28,196"
412,AAA00353656109378739,3201,925,1075,0,11858,4128,28231,"45,7276","9,7127",308,583,9768,75,0,0,14,8,14,0,0,16/4/23 7.27,"32,01","9,25","5,83","28,231"
413,AAA00353656109378739,3212,918,1112,0,11858,4149,28265,"45,7275","9,7127",296,653,9769,75,0,0,12,13,18,0,4,16/4/23 7.42,"32,12","9,18","6,53","28,265"
414,AAA00353656109378739,3202,931,1075,0,11858,4149,28265,"45,7275","9,7127",296,732,9770,75,0,292,15,7,18,0,0,16/4/23 7.57,"32,02","9,31","7,32","28,265"
415,AAA00353656109378739,3225,943,1075,0,11793,4135,28231,"45,7275","9,7127",296,878,9771,76,0,225,28,15,28,225,1,16/4/23 8.12,"32,25","9,43","8,78","28,231"
416,AAA00353656109378739,3243,975,1187,0,11924,4142,27816,"45,7275","9,7127",296,1000,9772,75,0,0,16,12,32,0,0,16/4/23 8.27,"32,43","9,75","10,00","27,816"
417,AAA00353656109378739,3224,1006,1181,0,11858,4149,27747,"45,7275","9,7127",296,1095,9772,74,0,292,7,21,36,0,0,16/4/23 8.43,"32,24","10,06","10,95","27,747"
418,AAA00353656109378739,3232,1031,1162,0,11858,4142,27712,"45,7275","9,7127",296,1167,9772,71,0,202,18,13,18,202,7,16/4/23 8.58,"32,32","10,31","11,67","27,712"
419,AAA00353656109378739,3226,1062,1187,0,11793,4149,27643,"45,7275","9,7127",296,1197,9772,68,0,22,7,11,18,0,5,16/4/23 9.13,"32,26","10,62","11,97","27,643"
420,AAA00353656109378739,3203,1093,1212,0,11858,4142,27609,"45,7275","9,7127",296,1252,9772,67,0,0,7,9,17,0,21,16/4/23 9.28,"32,03","10,93","12,52","27,609"
421,AAA00353656109378739,3208,1125,1287,0,11924,4142,27574,"45,7275","9,7127",296,1492,9773,67,0,337,8,8,17,0,69,16/4/23 9.43,"32,08","11,25","14,92","27,574"
422,AAA00353656109378739,3212,1175,1300,0,11924,4135,27505,"45,7275","9,7127",296,1693,9774,64,0,67,16,7,16,67,92,16/4/23 9.58,"32,12","11,75","16,93","27,505"
423,AAA00353656109378739,3239,1237,1350,0,11924,4115,27298,"45,7275","9,7127",296,1933,9774,63,0,67,35,17,35,67,187,16/4/23 10.13,"32,39","12,37","19,33","27,298"
424,AAA00353656109378739,3244,1318,1431,0,11924,4142,27228,"45,7275","9,7127",296,2064,9774,59,0,67,18,22,34,0,234,16/4/23 10.28,"32,44","13,18","20,64","27,228"
425,AAA00353656109378739,3248,1431,1568,0,11924,4149,27159,"45,7275","9,7127",296,2110,9775,58,0,247,6,17,58,0,309,16/4/23 10.43,"32,48","14,31","21,10","27,159"
426,AAA00353656109378739,3271,1556,1675,0,11924,4128,27159,"45,7275","9,7127",296,2273,9775,55,0,292,8,17,41,0,396,16/4/23 10.58,"32,71","15,56","22,73","27,159"
427,AAA00353656109378739,3299,1700,1818,0,11924,4142,27194,"45,7275","9,7127",296,2379,9777,52,0,247,28,25,43,0,494,16/4/23 11.13,"32,99","17,00","23,79","27,194"
428,AAA00353656109378739,3318,1850,1981,0,11924,4122,27090,"45,7275","9,7127",296,2389,9778,51,0,247,19,29,40,0,571,16/4/23 11.28,"33,18","18,50","23,89","27,09"
429,AAA00353656109378739,3330,1993,2168,0,11924,4142,27056,"45,7275","9,7126",300,2616,9778,48,0,0,16,18,43,0,649,16/4/23 11.44,"33,30","19,93","26,16","27,056"
430,AAA00353656109378739,3352,2118,2268,0,11924,4128,26952,"45,7275","9,7126",300,2694,9777,47,0,22,19,16,35,0,775,16/4/23 11.59,"33,52","21,18","26,94","26,952"
431,AAA00353656109378739,3378,2243,2400,0,11924,4128,26883,"45,7275","9,7126",300,2571,9777,45,0,0,30,44,87,0,859,16/4/23 12.14,"33,78","22,43","25,71","26,883"
432,AAA00353656109378739,3392,2350,2600,0,11924,4122,26745,"45,7275","9,7126",300,2724,9777,44,0,292,3,15,51,0,902,16/4/23 12.29,"33,92","23,50","27,24","26,745"
433,AAA00353656109378739,3399,2450,2675,0,11858,4128,26607,"45,7275","9,7126",300,2798,9777,42,0,337,0,33,65,0,1000,16/4/23 12.44,"33,99","24,50","27,98","26,607"
434,AAA00353656109378739,3411,2525,2706,0,11924,4122,26434,"45,7275","9,7126",300,2976,9777,42,0,0,7,17,42,0,887,16/4/23 12.59,"34,11","25,25","29,76","26,434"
435,AAA00353656109378739,3425,2593,2768,0,11858,4122,26365,"45,7275","9,7126",300,3038,9775,40,0,292,46,22,46,292,1139,16/4/23 13.14,"34,25","25,93","30,38","26,365"
436,AAA00353656109378739,3423,2643,2825,0,11924,4128,26296,"45,7275","9,7126",300,2939,9774,40,0,202,41,40,91,0,1157,16/4/23 13.29,"34,23","26,43","29,39","26,296"
437,AAA00353656109378739,3437,2675,2881,0,11924,4122,26226,"45,7275","9,7126",300,2990,9774,39,0,67,2,18,34,0,1229,16/4/23 13.44,"34,37","26,75","29,90","26,226"
438,AAA00353656109378739,3446,2700,2868,0,11858,4122,26019,"45,7275","9,7126",300,2964,9773,38,0,0,24,32,116,0,1126,16/4/23 14.00,"34,46","27,00","29,64","26,019"
